# lambda  	 theta 	 Rs 	 Rp 	 Ts 	 Tp
316.0 32.0 0.5210301613 0.4097856447 0.3293908188 0.4105776714
316.0 34.0 0.5297512783 0.4032234730 0.3226085050 0.4147520981
316.0 36.0 0.5389571925 0.3959740738 0.3154889173 0.4193831226
316.0 38.0 0.5486457407 0.3879870926 0.3080409118 0.4245060108
316.0 40.0 0.5588162016 0.3792092470 0.3002726161 0.4301580383
316.0 42.0 0.5694694970 0.3695843133 0.2921912448 0.4363784968
316.0 44.0 0.5806083708 0.3590531708 0.2838029239 0.4432086607
316.0 46.0 0.5922375365 0.3475539516 0.2751125287 0.4506916846
316.0 48.0 0.6043637853 0.3350223600 0.2661235427 0.4588723843
316.0 50.0 0.6169960464 0.3213922681 0.2568379405 0.4677968344
316.0 52.0 0.6301453907 0.3065967351 0.2472561015 0.4775116758
316.0 54.0 0.6438249731 0.2905696865 0.2373767578 0.4880629796
316.0 56.0 0.6580499056 0.2732486001 0.2271969809 0.4994944254
316.0 58.0 0.6728370586 0.2545787412 0.2167122097 0.5118444304
316.0 60.0 0.6882047874 0.2345197834 0.2059163216 0.5251416566
316.0 62.0 0.7041725845 0.2130561313 0.1948017487 0.5393980033
316.0 64.0 0.7207606612 0.1902130473 0.1833596367 0.5545976535
316.0 66.0 0.7379894636 0.1660819899 0.1715800452 0.5706798563
316.0 68.0 0.7558791337 0.1408607964 0.1594521867 0.5875116103
316.0 70.0 0.7744489270 0.1149182281 0.1469646965 0.6048437707
316.0 72.0 0.7937166050 0.0888993375 0.1341059282 0.6222393733
316.0 74.0 0.8136978203 0.0639009398 0.1208642658 0.6389542377
316.0 76.0 0.8344055182 0.0417709090 0.1072284412 0.6537332683
316.0 78.0 0.8558493788 0.0256334548 0.0931878459 0.6644528781
316.0 80.0 0.8780353237 0.0208427592 0.0787328267 0.6674716897
316.0 82.0 0.9009651146 0.0367853257 0.0638549502 0.6564031683
316.0 84.0 0.9246360645 0.0904534742 0.0485472279 0.6196817585
316.0 86.0 0.9490408806 0.2139484311 0.0328042893 0.5354518812
316.0 88.0 0.9741676538 0.4713580760 0.0166224974 0.3600694560
316.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
318.0 0.0 0.4571390134 0.4571390134 0.3862544583 0.3862544583
318.0 2.0 0.4574120982 0.4570013264 0.3860304539 0.3863393543
318.0 4.0 0.4582309605 0.4565867472 0.3853589331 0.3865951315
318.0 6.0 0.4595944284 0.4558907261 0.3842413701 0.3870250545
318.0 8.0 0.4615005676 0.4549056977 0.3826802100 0.3876345507
318.0 10.0 0.4639467091 0.4536211054 0.3806788499 0.3884311929
318.0 12.0 0.4669294904 0.4520234345 0.3782416123 0.3894246740
318.0 14.0 0.4704449099 0.4500962501 0.3753737082 0.3906267790
318.0 16.0 0.4744883974 0.4478202382 0.3720811887 0.3920513530
318.0 18.0 0.4790548997 0.4451732477 0.3683708851 0.3937142694
318.0 20.0 0.4841389855 0.4421303284 0.3642503355 0.3956333996
318.0 22.0 0.4897349679 0.4386637638 0.3597276953 0.3978285863
318.0 24.0 0.4958370460 0.4347430941 0.3548116345 0.4003216227
318.0 26.0 0.5024394656 0.4303351273 0.3495112172 0.4031362405
318.0 28.0 0.5095366974 0.4254039354 0.3438357675 0.4062981070
318.0 30.0 0.5171236307 0.4199108353 0.3377947191 0.4098348331
318.0 32.0 0.5251957807 0.4138143527 0.3313974536 0.4137759934
318.0 34.0 0.5337495041 0.4070701706 0.3246531267 0.4181531561
318.0 36.0 0.5427822196 0.3996310671 0.3175704873 0.4229999219
318.0 38.0 0.5522926259 0.3914468474 0.3101576928 0.4283519653
318.0 40.0 0.5622809125 0.3824642833 0.3024221235 0.4342470732
318.0 42.0 0.5727489535 0.3726270785 0.2943702031 0.4407251651
318.0 44.0 0.5837004784 0.3618758875 0.2860072283 0.4478282775
318.0 46.0 0.5951412108 0.3501484325 0.2773372139 0.4556004813
318.0 48.0 0.6070789669 0.3373797840 0.2683627587 0.4640876880
318.0 50.0 0.6195237046 0.3235029021 0.2590849376 0.4733372763
318.0 52.0 0.6324875168 0.3084495892 0.2495032239 0.4833974363
318.0 54.0 0.6459845616 0.2921520776 0.2396154480 0.4943160775
318.0 56.0 0.6600309229 0.2745455957 0.2294177954 0.5061390623
318.0 58.0 0.6746443977 0.2555724424 0.2189048466 0.5189073995
318.0 60.0 0.6898442085 0.2351883907 0.2080696626 0.5326528321
318.0 62.0 0.7056506396 0.2133727191 0.1969039148 0.5473909207
318.0 64.0 0.7220846007 0.1901439427 0.1853980608 0.5631101919
318.0 66.0 0.7391671248 0.1655846207 0.1735415617 0.5797550178
318.0 68.0 0.7569188085 0.1398808297 0.1613231396 0.5971983639
318.0 70.0 0.7753592077 0.1133857815 0.1487310673 0.6151978515
318.0 72.0 0.7945062074 0.0867240397 0.1357534841 0.6333237611
318.0 74.0 0.8143753832 0.0609657187 0.1223787278 0.6508386560
318.0 76.0 0.8349793790 0.0379248544 0.1085956731 0.6664911541
318.0 78.0 0.8563273273 0.0206856010 0.0943940619 0.6781521573
318.0 80.0 0.8784243349 0.0145631481 0.0797648161 0.6821504326
318.0 82.0 0.9012710649 0.0289331859 0.0647003165 0.6720074386
318.0 84.0 0.9248634342 0.0808938818 0.0491946380 0.6359045074
318.0 86.0 0.9491924505 0.2030545313 0.0332437287 0.5512950787
318.0 88.0 0.9742442008 0.4613788837 0.0168455255 0.3725601127
318.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
320.0 0.0 0.4621869239 0.4621869239 0.3881261986 0.3881261986
320.0 2.0 0.4624542988 0.4620428502 0.3879039870 0.3882172896
320.0 4.0 0.4632560457 0.4616091441 0.3872378343 0.3884916447
320.0 6.0 0.4645910366 0.4608813561 0.3861291830 0.3889525062
320.0 8.0 0.4664574118 0.4598520852 0.3845804236 0.3896052665
320.0 10.0 0.4688526102 0.4585110000 0.3825948745 0.3904574516
320.0 12.0 0.4717734132 0.4568448670 0.3801767522 0.3915187003
320.0 14.0 0.4752160032 0.4548375823 0.3773311306 0.3928007380
320.0 16.0 0.4791760373 0.4524702063 0.3740638901 0.3943173506
320.0 18.0 0.4836487380 0.4497209971 0.3703816535 0.3960843567
320.0 20.0 0.4886290015 0.4465654406 0.3662917077 0.3981195833
320.0 22.0 0.4941115241 0.4429762737 0.3618019122 0.4004428442
320.0 24.0 0.5000909469 0.4389234984 0.3569205916 0.4030759265
320.0 26.0 0.5065620187 0.4343743823 0.3516564128 0.4060425843
320.0 28.0 0.5135197757 0.4292934459 0.3460182488 0.4093685431
320.0 30.0 0.5209597358 0.4236424327 0.3400150267 0.4130815153
320.0 32.0 0.5288781044 0.4173802633 0.3336555655 0.4172112269
320.0 34.0 0.5372719884 0.4104629731 0.3269484027 0.4217894562
320.0 36.0 0.5461396134 0.4028436393 0.3199016151 0.4268500803
320.0 38.0 0.5554805371 0.3944723008 0.3125226363 0.4324291263
320.0 40.0 0.5652958548 0.3852958848 0.3048180746 0.4385648189
320.0 42.0 0.5755883865 0.3752581561 0.2967935379 0.4452976125
320.0 44.0 0.5863628410 0.3642997179 0.2884534684 0.4526701879
320.0 46.0 0.5976259461 0.3523581061 0.2798009944 0.4607273847
320.0 48.0 0.6093865384 0.3393680396 0.2708378028 0.4695160250
320.0 50.0 0.6216556033 0.3252619246 0.2615640393 0.4790845604
320.0 52.0 0.6344462581 0.3099707565 0.2519782400 0.4894824416
320.0 54.0 0.6477736715 0.2934256408 0.2420772997 0.5007590560
320.0 56.0 0.6616549121 0.2755602701 0.2318564807 0.5129619961
320.0 58.0 0.6761087237 0.2563148765 0.2213094656 0.5261342952
320.0 60.0 0.6911552227 0.2356424711 0.2104284557 0.5403100615
320.0 62.0 0.7068155195 0.2135186514 0.1992043164 0.5555076115
320.0 64.0 0.7231112648 0.1899570278 0.1876267691 0.5717186646
320.0 66.0 0.7400641285 0.1650336148 0.1756846269 0.5888912504
320.0 68.0 0.7576952186 0.1389257442 0.1633660712 0.6069024292
320.0 70.0 0.7760244557 0.1119749394 0.1506589619 0.6255142000
320.0 72.0 0.7950699175 0.0847901859 0.1375511751 0.6443010607
320.0 74.0 0.8148471767 0.0584210446 0.1240309566 0.6625285436
320.0 76.0 0.8353686539 0.0346551161 0.1100872819 0.6789444575
320.0 78.0 0.8566430131 0.0165446188 0.0957102071 0.6914092687
320.0 80.0 0.8786746268 0.0093724059 0.0808912000 0.6962179137
320.0 82.0 0.9014631386 0.0225017700 0.0656234344 0.6868009608
320.0 84.0 0.9250031474 0.0731071639 0.0499020365 0.6511047323
320.0 86.0 0.9492840362 0.1941910947 0.0337242705 0.5659607942
320.0 88.0 0.9742899596 0.4532222878 0.0170896544 0.3839943080
320.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
322.0 0.0 0.4678914207 0.4678914207 0.3882533211 0.3882533211
322.0 2.0 0.4681529929 0.4677414648 0.3880335845 0.3883500658
322.0 4.0 0.4689373448 0.4672901440 0.3873748469 0.3886413715
322.0 6.0 0.4702433887 0.4665331030 0.3862785209 0.3891304507
322.0 8.0 0.4720693332 0.4654630957 0.3847469463 0.3898226472
322.0 10.0 0.4744127158 0.4640700030 0.3827833671 0.3907254220
322.0 12.0 0.4772704502 0.4623408563 0.3803919000 0.3918483351
322.0 14.0 0.4806388878 0.4602598641 0.3775774902 0.3932030236
322.0 16.0 0.4845138952 0.4578084395 0.3743458570 0.3948031789
322.0 18.0 0.4888909493 0.4549652267 0.3707034260 0.3966645248
322.0 20.0 0.4937652493 0.4517061228 0.3666572473 0.3988047975
322.0 22.0 0.4991318462 0.4480042927 0.3622149002 0.4012437308
322.0 24.0 0.5049857914 0.4438301732 0.3573843822 0.4040030484
322.0 26.0 0.5113223016 0.4391514657 0.3521739847 0.4071064638
322.0 28.0 0.5181369397 0.4339331126 0.3465921528 0.4105796920
322.0 30.0 0.5254258098 0.4281372585 0.3406473340 0.4144504720
322.0 32.0 0.5331857624 0.4217231935 0.3343478142 0.4187486010
322.0 34.0 0.5414146065 0.4146472817 0.3277015457 0.4235059807
322.0 36.0 0.5501113234 0.4068628757 0.3207159692 0.4287566727
322.0 38.0 0.5592762770 0.3983202255 0.3133978337 0.4345369584
322.0 40.0 0.5689114130 0.3889663910 0.3057530183 0.4408853973
322.0 42.0 0.5790204408 0.3787451757 0.2977863612 0.4478428704
322.0 44.0 0.5896089904 0.3675971086 0.2895015002 0.4554525905
322.0 46.0 0.6006847346 0.3554595140 0.2809007300 0.4637600506
322.0 48.0 0.6122574703 0.3422667325 0.2719848829 0.4728128665
322.0 50.0 0.6243391497 0.3279505858 0.2627532360 0.4826604474
322.0 52.0 0.6369438531 0.3124412272 0.2532034521 0.4933533943
322.0 54.0 0.6500876972 0.2956685948 0.2433315579 0.5049424720
322.0 56.0 0.6637886727 0.2775647975 0.2331319638 0.5174769214
322.0 58.0 0.6780664058 0.2580679449 0.2225975281 0.5310017481
322.0 60.0 0.6929418418 0.2371282230 0.2117196695 0.5455534196
322.0 62.0 0.7084368507 0.2147174774 0.2004885264 0.5611530748
322.0 64.0 0.7245737561 0.1908443380 0.1888931651 0.5777958016
322.0 66.0 0.7413747944 0.1655782008 0.1769218329 0.5954336286
322.0 68.0 0.7588615138 0.1390875910 0.1645622530 0.6139483072
322.0 70.0 0.7770541250 0.1117023108 0.1518019549 0.6331072045
322.0 72.0 0.7959708232 0.0840157889 0.1386286324 0.6524906453
322.0 74.0 0.8156271004 0.0570571332 0.1250305182 0.6713697422
322.0 76.0 0.8360350748 0.0325876892 0.1109967638 0.6884957739
322.0 78.0 0.8572028623 0.0136278780 0.0965178103 0.7017259473
322.0 80.0 0.8791340216 0.0054277660 0.0815857362 0.7073338460
322.0 82.0 0.9018270981 0.0173352672 0.0661945667 0.6986819584
322.0 84.0 0.9252752966 0.0665891696 0.0503405294 0.6635261607
322.0 86.0 0.9494663030 0.1865429913 0.0340222457 0.5781707562
322.0 88.0 0.9743822738 0.4460256309 0.0172408454 0.3937067877
322.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
324.0 0.0 0.4731494387 0.4731494387 0.3886081370 0.3886081370
324.0 2.0 0.4734053721 0.4729938848 0.3883908830 0.3887104508
324.0 4.0 0.4741728223 0.4725257997 0.3877395820 0.3890184546
324.0 6.0 0.4754507458 0.4717409173 0.3866556120 0.3895353324
324.0 8.0 0.4772374264 0.4706321376 0.3851412539 0.3902663826
324.0 10.0 0.4795305095 0.4691895423 0.3831996675 0.3912190052
324.0 12.0 0.4823270520 0.4674004139 0.3808348561 0.3924026861
324.0 14.0 0.4856235864 0.4652492571 0.3780516213 0.3938289788
324.0 16.0 0.4894162025 0.4627178210 0.3748555043 0.3955114855
324.0 18.0 0.4937006449 0.4597851188 0.3712527151 0.3974658394
324.0 20.0 0.4984724285 0.4564274424 0.3672500475 0.3997096898
324.0 22.0 0.5037269717 0.4526183700 0.3628547808 0.4022626922
324.0 24.0 0.5094597467 0.4483287627 0.3580745658 0.4051465058
324.0 26.0 0.5156664466 0.4435267490 0.3529172980 0.4083848001
324.0 28.0 0.5223431675 0.4381776939 0.3473909759 0.4120032710
324.0 30.0 0.5294866035 0.4322441515 0.3415035485 0.4160296700
324.0 32.0 0.5370942512 0.4256858016 0.3352627510 0.4204938446
324.0 34.0 0.5451646201 0.4184593689 0.3286759338 0.4254277906
324.0 36.0 0.5536974436 0.4105185311 0.3217498852 0.4308657136
324.0 38.0 0.5626938855 0.4018138180 0.3144906545 0.4368440964
324.0 40.0 0.5721567346 0.3922925155 0.3069033763 0.4434017643
324.0 42.0 0.5820905816 0.3818985890 0.2989921042 0.4505799365
324.0 44.0 0.5925019689 0.3705726515 0.2907596560 0.4584222456
324.0 46.0 0.6033995066 0.3582520197 0.2822074768 0.4669746965
324.0 48.0 0.6147939465 0.3448709134 0.2733355261 0.4762855211
324.0 50.0 0.6266982037 0.3303608957 0.2641421931 0.4864048636
324.0 52.0 0.6391273219 0.3146516885 0.2546242456 0.4973841957
324.0 54.0 0.6520983708 0.2976725799 0.2447768177 0.5092753099
324.0 56.0 0.6656302726 0.2793547474 0.2345934402 0.5221286549
324.0 58.0 0.6797435520 0.2596350045 0.2240661172 0.5359906525
324.0 60.0 0.6944600055 0.2384617599 0.2131854505 0.5508994258
324.0 62.0 0.7098022913 0.2158044449 0.2019408152 0.5668780391
324.0 64.0 0.7257934417 0.1916684221 0.1903205830 0.5839238015
324.0 66.0 0.7424563026 0.1661186745 0.1783123939 0.6019912655
324.0 68.0 0.7598129106 0.1393177703 0.1659034702 0.6209649692
324.0 70.0 0.7778838216 0.1115874798 0.1530809675 0.6406151839
324.0 72.0 0.7966874074 0.0835104412 0.1398323547 0.6605248801
324.0 74.0 0.8162391431 0.0561014061 0.1261458101 0.6799666820
324.0 76.0 0.8365509102 0.0311030579 0.1120106234 0.6976902683
324.0 78.0 0.8576303448 0.0115128695 0.0974175872 0.7115436674
324.0 80.0 0.8794802588 0.0025566451 0.0823593629 0.7177733696
324.0 82.0 0.9020981665 0.0135694659 0.0668308052 0.7096719182
324.0 84.0 0.9254759433 0.0618330256 0.0508292296 0.6748185212
324.0 86.0 0.9495996401 0.1809495587 0.0343546082 0.5890567994
324.0 88.0 0.9744494737 0.4407365673 0.0174096849 0.4021857655
324.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
326.0 0.0 0.4779819793 0.4779819793 0.3891895188 0.3891895188
326.0 2.0 0.4782324392 0.4778210901 0.3889747483 0.3892973245
326.0 4.0 0.4789834843 0.4773370274 0.3883308850 0.3896217949
326.0 6.0 0.4802341190 0.4765256091 0.3872592683 0.3901660879
326.0 8.0 0.4819827074 0.4753798738 0.3857621138 0.3909354589
326.0 10.0 0.4842270102 0.4738900931 0.3838424872 0.3919372505
326.0 12.0 0.4869642357 0.4720437877 0.3815042677 0.3931808790
326.0 14.0 0.4901911077 0.4698257444 0.3787520996 0.3946778190
326.0 16.0 0.4939039487 0.4672180326 0.3755913313 0.3964415880
326.0 18.0 0.4980987813 0.4642000192 0.3720279411 0.3984877327
326.0 20.0 0.5027714459 0.4607483764 0.3680684500 0.4008338180
326.0 22.0 0.5079177367 0.4568370835 0.3637198196 0.4034994222
326.0 24.0 0.5135335540 0.4524374170 0.3589893366 0.4065061389
326.0 26.0 0.5196150726 0.4475179285 0.3538844833 0.4098775876
326.0 28.0 0.5261589251 0.4420444080 0.3484127947 0.4136394359
326.0 30.0 0.5331623966 0.4359798303 0.3425817047 0.4178194327
326.0 32.0 0.5406236287 0.4292842860 0.3363983822 0.4224474528
326.0 34.0 0.5485418278 0.4219148959 0.3298695600 0.4275555544
326.0 36.0 0.5569174741 0.4138257131 0.3230013595 0.4331780451
326.0 38.0 0.5657525245 0.4049676182 0.3157991152 0.4393515530
326.0 40.0 0.5750506031 0.3952882181 0.3082672031 0.4461150971
326.0 42.0 0.5848171733 0.3847317635 0.3004088770 0.4535101425
326.0 44.0 0.5950596824 0.3732391122 0.2922261184 0.4615806251
326.0 46.0 0.6057876714 0.3607477767 0.2837195059 0.4703729147
326.0 48.0 0.6170128419 0.3471921151 0.2748881075 0.4799356749
326.0 50.0 0.6287490709 0.3325037576 0.2657294030 0.4903195539
326.0 52.0 0.6410123674 0.3166124057 0.2562392416 0.5015766050
326.0 54.0 0.6538207610 0.2994472150 0.2464118381 0.5137592844
326.0 56.0 0.6671941180 0.2809390853 0.2362398138 0.5269187917
326.0 58.0 0.6811538796 0.2610243612 0.2257142848 0.5411023874
326.0 60.0 0.6957227179 0.2396507264 0.2148249999 0.5563491168
326.0 62.0 0.7109241111 0.2167865415 0.2035605309 0.5726830342
326.0 64.0 0.7267818379 0.1924356284 0.1919085126 0.5901024703
326.0 66.0 0.7433193978 0.1666607858 0.1798559330 0.6085629534
326.0 68.0 0.7605593667 0.1396215166 0.1673894676 0.6279498009
326.0 70.0 0.7785227012 0.1116353223 0.1544958525 0.6480335775
326.0 72.0 0.7972280098 0.0832789457 0.1411622861 0.6683965030
326.0 74.0 0.8166908138 0.0555591045 0.1273768496 0.6883083235
326.0 76.0 0.8369228237 0.0302078093 0.1131289319 0.7065115648
326.0 78.0 0.8579312608 0.0102091294 0.0984096429 0.7208384212
326.0 80.0 0.8797182554 0.0007743445 0.0832121993 0.7275014393
326.0 82.0 0.9022803533 0.0112302956 0.0675322660 0.7197197745
326.0 84.0 0.9256081593 0.0588832191 0.0513682346 0.6849080059
326.0 86.0 0.9496861444 0.1774841803 0.0347214265 0.5985163772
326.0 88.0 0.9744926358 0.4374551831 0.0175962063 0.4093122021
326.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
328.0 0.0 0.4824091084 0.4824091084 0.3899961695 0.3899961695
328.0 2.0 0.4826542591 0.4822431264 0.3897838781 0.3901093970
328.0 4.0 0.4833893936 0.4817438121 0.3891474383 0.3904501245
328.0 6.0 0.4846135661 0.4809070630 0.3880881473 0.3910214850
328.0 8.0 0.4863252257 0.4797260488 0.3866081492 0.3918286940
328.0 10.0 0.4885222534 0.4781912217 0.3847104080 0.3928790399
328.0 12.0 0.4912020159 0.4762903288 0.3823986687 0.3941818735
328.0 14.0 0.4943614350 0.4740084257 0.3796774069 0.3957485944
328.0 16.0 0.4979970738 0.4713278888 0.3765517651 0.3975926397
328.0 18.0 0.5021052399 0.4682284247 0.3730274761 0.3997294726
328.0 20.0 0.5066821060 0.4646870737 0.3691107732 0.4021765759
328.0 22.0 0.5117238477 0.4606782058 0.3648082854 0.4049534507
328.0 24.0 0.5172267976 0.4561735061 0.3601269199 0.4080816219
328.0 26.0 0.5231876151 0.4511419476 0.3550737304 0.4115846534
328.0 28.0 0.5296034698 0.4455497499 0.3496557735 0.4154881732
328.0 30.0 0.5364722369 0.4393603216 0.3438799533 0.4198199102
328.0 32.0 0.5437926996 0.4325341881 0.3377528580 0.4246097424
328.0 34.0 0.5515647567 0.4250289025 0.3312805888 0.4298897569
328.0 36.0 0.5597896286 0.4167989466 0.3244685860 0.4356943181
328.0 38.0 0.5684700577 0.4077956240 0.3173214558 0.4420601412
328.0 40.0 0.5776104958 0.3979669586 0.3098428005 0.4490263632
328.0 42.0 0.5872172709 0.3872576119 0.3020350588 0.4566345995
328.0 44.0 0.5972987282 0.3756088473 0.2938993600 0.4649289678
328.0 46.0 0.6078653340 0.3629585776 0.2854353976 0.4739560506
328.0 48.0 0.6189297366 0.3492415576 0.2766413277 0.4837647526
328.0 50.0 0.6305067752 0.3343898107 0.2675136983 0.4944059870
328.0 52.0 0.6426134285 0.3183334279 0.2580474139 0.5059320893
328.0 54.0 0.6552686950 0.3010019485 0.2482357408 0.5183958047
328.0 56.0 0.6684933997 0.2823266466 0.2380703584 0.5318486110
328.0 58.0 0.6823099208 0.2622442226 0.2275414586 0.5463380104
328.0 60.0 0.6967418334 0.2407026852 0.2166378976 0.5619032124
328.0 62.0 0.7118134690 0.2176706665 0.2053474007 0.5785682936
328.0 64.0 0.7275493929 0.1931521732 0.1936568203 0.5963313626
328.0 66.0 0.7439738047 0.1672100516 0.1815524446 0.6151473163
328.0 68.0 0.7611098715 0.1400036407 0.1690203535 0.6349001641
328.0 70.0 0.7789790078 0.1118499596 0.1560468142 0.6553580388
328.0 72.0 0.7976001197 0.0833248015 0.1426187073 0.6760988504
328.0 74.0 0.8169888382 0.0554332715 0.1287239719 0.6963848426
328.0 76.0 0.8371567673 0.0299048889 0.1143520553 0.7149454861
328.0 78.0 0.8581107778 0.0097202286 0.0994943501 0.7295899688
328.0 80.0 0.8798523809 0.0000864625 0.0841446011 0.7364892834
328.0 82.0 0.9023772125 0.0103280122 0.0682992646 0.7287847113
328.0 84.0 0.9256746612 0.0577593075 0.0519578001 0.6937371812
328.0 86.0 0.9497276665 0.1761825034 0.0351228795 0.6064717249
328.0 88.0 0.9745127085 0.4362345128 0.0178005015 0.4149978556
328.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
330.0 0.0 0.4864499325 0.4864499325 0.3910266928 0.3910266928
330.0 2.0 0.4866899362 0.4862790811 0.3908168725 0.3911452793
330.0 4.0 0.4874096470 0.4857651839 0.3901878309 0.3915020760
330.0 6.0 0.4886081714 0.4849042140 0.3891408198 0.3921001927
330.0 8.0 0.4902840461 0.4836894658 0.3876779069 0.3929448069
330.0 10.0 0.4924352768 0.4821115631 0.3858019475 0.3940431565
330.0 12.0 0.4950593932 0.4801584691 0.3835165438 0.3954045298
330.0 14.0 0.4981535203 0.4778154966 0.3808259925 0.3970402555
330.0 16.0 0.5017144669 0.4750653167 0.3777352191 0.3989636932
330.0 18.0 0.5057388306 0.4718879639 0.3742496988 0.4011902254
330.0 20.0 0.5102231207 0.4682608361 0.3703753642 0.4037372538
330.0 22.0 0.5151638972 0.4641586858 0.3661184986 0.4066242014
330.0 24.0 0.5205579271 0.4595536021 0.3614856161 0.4098725207
330.0 26.0 0.5264023545 0.4544149796 0.3564833287 0.4135057122
330.0 28.0 0.5326948853 0.4487094744 0.3511182007 0.4175493517
330.0 30.0 0.5394339813 0.4424009443 0.3453965937 0.4220311296
330.0 32.0 0.5466190632 0.4354503750 0.3393245016 0.4269809007
330.0 34.0 0.5542507159 0.4278157910 0.3329073810 0.4324307452
330.0 36.0 0.5623308932 0.4194521571 0.3261499781 0.4384150369
330.0 38.0 0.5708631154 0.4103112740 0.3190561566 0.4449705167
330.0 40.0 0.5798526536 0.4003416801 0.3116287309 0.4521363611
330.0 42.0 0.5893066935 0.3894885741 0.3038693091 0.4599542358
330.0 44.0 0.5992344717 0.3776937862 0.2957781507 0.4684683149
330.0 46.0 0.6096473754 0.3648958345 0.2873540451 0.4777252362
330.0 48.0 0.6205589985 0.3510301288 0.2785942148 0.4877739482
330.0 50.0 0.6319851441 0.3360294105 0.2694942512 0.4986653832
